nodes number;10000;20000;30000;50000;80000;130000;210000;340000;550000;890000;1440000;2330000;3770000;6100000;9870000;15970000;25840000;41810000;67650000;109460000;177110000;286570000;463680000;750250000;1213930000;1964180000;3178110000;5142290000;8320400000;13462690000;21783090000;35245780000;57028870000;92274650000;1,49304E+11;2,41578E+11;3,90882E+11;6,3246E+11;1,02334E+12;1,6558E+12;2,67914E+12;4,33494E+12;7,01409E+12;1,1349E+13;1,83631E+13;2,97122E+13;4,80753E+13;7,77874E+13;1,25863E+14
AVL;0,001015186;0,001828432;0,002792358;0,003615141;0,004813194;0,005575657;0,00621748;0,008005381;0,008690357;0,009564161;0,010694742;0,011827707;0,012277365;0,013071299;0,013732433;0,015419245;0,016686678;0,017138481;0,01798749;0,019892693;0,020479679;0,020952702;0,023530006;0,023923397;0,023851633;0,024778128;0,025714397;0,026360989;0,028352499;0,02915597;0,029337645;0,031021118;0,03115201;0,032909393;0,033129454;0,035196304;0,034527779;0,040006876;0,03862834;0,038446188;0,038955212;0,039516687;0,041369438;0,043062449;0,041859627;0,043716431;0,044244051;0,047411919;0,046339035
BST;0,000828743;0,001631021;0,003193378;0,003365517;0,004307032;0,005186558;0,006413698;0,006878138;0,008109808;0,008611202;0,010037661;0,01063323;0,0124228;0,012584686;0,013691664;0,01431179;0,016118526;0,016971827;0,017827034;0,018079519;0,020872593;0,0204072;0,021323919;0,022312403;0,022780418;0,025449276;0,025684357;0,025987625;0,026729107;0,028256416;0,028834343;0,030051231;0,030532598;0,030885935;0,033145189;0,033988476;0,035024881;0,035721302;0,036557436;0,038308859;0,038860559;0,041895866;0,040536642;0,042215824;0,042622328;0,043211937;0,045856476;0,046073198;0,044745207
